year,week,SMN,SMT,VCI,TCI,VHI
1984,31,0.018,307.75,27.51,30.03,28.77
1984,32,0.018,308.04,28.97,28.72,28.85
1984,33,0.019,309.05,28.73,25.92,27.33
1984,34,0.02,308.76,28.14,30.44,29.29
1984,35,0.022,308.12,27.89,37.28,32.59
1984,36,0.024,307.4,27.51,45.11,36.31
1984,37,0.027,307.28,27.04,51.69,39.37
1984,38,0.032,307.58,29.43,56.27,42.85
1984,39,0.038,307.65,33.89,60.23,47.06
1984,40,0.043,307.64,37.38,62.8,50.09
1984,41,0.045,307.26,35.81,64.26,50.03
1984,42,0.046,306.8,32,62.27,47.13
1984,43,0.047,306.23,29.53,60.1,44.81
1984,44,0.046,304.54,26.72,66.22,46.47
1984,45,0.043,304.66,20.51,62.34,41.43
1984,46,0.041,304.14,17.61,62.9,40.25
1984,47,0.039,303.76,15.71,62.62,39.16
1984,48,0.037,303.38,13.9,59.45,36.67
1984,49,0.038,304.01,15.73,53.38,34.55
1985,9,0.094,311.69,79.44,12.33,45.89
1985,10,0.09,311.89,75.54,15.58,45.56
1985,11,0.085,311.4,69.47,21.48,45.48
1985,12,0.078,310.95,61.91,23.72,42.81
1985,13,0.07,310.34,53.93,27.2,40.57
1985,14,0.063,309.67,46.62,32.5,39.56
1985,15,0.06,308.96,41.51,35.4,38.46
1985,16,0.059,308.42,39.15,38.87,39.01
1985,17,0.062,308.17,37.96,42.17,40.06
1985,18,0.068,308.37,40.04,42.44,41.24
1985,19,0.074,308.86,43.55,40.88,42.21
1985,20,0.078,309.79,45.86,35.85,40.86
1985,21,0.078,311.1,47.71,30.56,39.13
1985,22,0.074,312.28,47.98,26.8,37.39
1985,23,0.067,312.54,46.62,26.22,36.42
1985,24,0.059,312.46,44.55,27.58,36.06
1985,25,0.051,312.63,43.47,25.16,34.32
1985,26,0.045,312.6,44.3,21.27,32.79
1985,27,0.038,312.25,42.86,18.24,30.55
1985,28,0.032,311.63,38.29,17.53,27.91
1985,29,0.027,311.12,34.62,17.67,26.15
1985,30,0.025,311.13,33.71,15.13,24.42
1985,31,0.023,310.87,32.2,15.23,23.71
1985,32,0.023,310.62,30.02,16.54,23.28
1985,33,0.024,310.8,28.51,16.79,22.65
1985,34,0.026,311.21,29.01,16.05,22.53
1985,35,0.03,311.85,31.26,14.26,22.76
1985,36,0.033,311.92,32.82,16.08,24.45
1985,37,0.037,312.3,34.86,16.5,25.68
1985,38,0.043,313.02,38.71,14.19,26.45
1985,39,0.048,313.47,41.8,12.05,26.92
1985,40,0.05,313.46,41.68,11.98,26.83
1985,41,0.051,313.2,39.21,12.11,25.66
1985,42,0.051,312.64,34.36,13.37,23.87
1985,43,0.05,312.25,31.99,12.37,22.18
1985,44,0.048,311.43,28.27,13.92,21.1
1985,45,0.047,310.83,24.33,14.22,19.27
1985,46,0.045,310.36,21.58,13.37,17.48
1985,47,0.042,309.56,18.93,15.03,16.98
1985,48,0.041,309.04,17.46,14.86,16.16
1985,49,0.039,308.39,16.22,17.79,17.01
1985,50,0.037,307.83,15.3,22.84,19.07
1985,51,0.036,307.68,15.45,22.38,18.91
1985,52,0.035,307.62,16.14,20.82,18.48
1986,1,0.032,307.12,13.48,20.27,16.88
1986,2,0.029,306.79,13.17,21.94,17.56
1986,3,0.025,306.77,12.63,22.5,17.57
1986,4,0.022,306.9,10.68,23,16.84
1986,5,0.017,306.72,7.85,25.54,16.69
1986,6,0.013,306.68,6.53,28.76,17.65
1986,7,0.011,305.83,6.41,35.84,21.13
1986,8,0.009,305.12,6.58,41.94,24.26
1986,9,0.01,305.91,7.52,42.25,24.88
1986,10,0.012,306.04,8.29,44.68,26.49
1986,11,0.013,305.63,8.08,47.21,27.65
1986,12,0.016,305.05,8.34,46.55,27.44
1986,13,0.02,303.14,8.81,51.51,30.16
1986,14,0.025,300.3,9.8,61.82,35.81
1986,15,0.031,298.43,13.59,67.27,40.43
1986,16,0.039,298.62,19.25,68.75,44
1986,17,0.047,300.74,23.23,64.38,43.81
1986,18,0.054,302.49,25.51,59.9,42.71
1986,19,0.06,304.6,28.43,52.34,40.39
1986,20,0.064,306.16,30.41,47.66,39.04
1986,21,0.064,307.29,31.75,46.13,38.94
1986,22,0.061,309.29,32.34,40.86,36.6
1986,23,0.055,309.64,31.01,41.91,36.46
1986,24,0.045,309.15,25.39,48.06,36.73
1986,25,0.036,309.11,21.29,47.71,34.5
1986,26,0.028,308.81,17.76,44.78,31.27
1986,27,0.022,308.59,15.01,39.24,27.12
1986,28,0.017,308.52,12.7,32.89,22.79
1986,29,0.014,308.48,10.57,28.07,19.32
1986,30,0.012,308.23,8.82,25.54,17.18
1986,31,0.011,307.51,7.65,26.69,17.17
1986,32,0.011,307.95,7.22,25.21,16.21
1986,33,0.012,309.41,7.61,21.14,14.37
1986,34,0.014,310.1,8.45,20.38,14.42
1986,35,0.017,310.6,9.02,20.63,14.83
1986,36,0.019,310.35,9.62,25.42,17.52
1986,37,0.023,310.24,10.75,30.52,20.63
1986,38,0.027,310.35,12.04,34.44,23.24
1986,39,0.03,310.39,12.98,36.91,24.95
1986,40,0.032,310.12,12.65,40.48,26.57
1986,41,0.034,309.86,12.57,40.39,26.48
1986,42,0.035,309.58,10.8,37.64,24.22
1986,43,0.034,309.14,9.39,35.66,22.53
1986,44,0.034,308.39,8.31,35.69,22
1986,45,0.034,308.08,7.85,34.62,21.24
1986,46,0.032,307.71,7.01,33.79,20.4
1986,47,0.03,307.1,6.21,34.68,20.45
1986,48,0.03,306.55,6.66,34.25,20.46
1986,49,0.03,306.16,8.28,35.3,21.79
1986,50,0.031,306.22,10.31,37.16,23.73
1986,51,0.032,306.16,11.78,36.7,24.24
1986,52,0.032,305.95,12.6,36.02,24.31
1987,1,0.031,305.73,11.03,33.21,22.12
1987,2,0.03,305.69,12.88,32.73,22.8
1987,3,0.029,305.57,14.77,34.57,24.67
1987,4,0.028,305.02,15.64,40.72,28.18
1987,5,0.026,304.91,15.29,42.33,28.81
1987,6,0.022,304.78,13.24,45.49,29.37
1987,7,0.016,302.64,9.88,59.35,34.62
1987,8,0.012,300.2,7.36,73.94,40.65
1987,9,0.01,298.91,5.89,82.39,44.14
1987,10,0.01,297.95,5.39,85.65,45.52
1987,11,0.012,296.54,6,87.29,46.65
1987,12,0.015,293.81,6.64,89.6,48.12
1987,13,0.019,293.02,8.7,88.16,48.43
1987,14,0.026,296.06,12.73,81.11,46.92
1987,15,0.035,298.19,19.04,74.24,46.64
1987,16,0.043,299.74,24.83,69.1,46.97
1987,17,0.048,299.7,25.81,68.61,47.21
1987,18,0.051,299.94,25.37,63.67,44.52
1987,19,0.051,299.22,23.36,60.71,42.03
1987,20,0.049,298.32,20.82,63.96,42.39
1987,21,0.047,299.27,19.56,66.44,43
1987,22,0.046,303.43,20.78,61.8,41.29
1987,23,0.045,306.74,23.09,55.04,39.06
1987,24,0.042,308.46,24.67,51.57,38.12
1987,25,0.038,307.85,25.73,58.48,42.11
1987,26,0.034,307.79,27.33,55,41.16
1987,27,0.029,308.93,26.76,39.89,33.33
1987,28,0.025,309.8,25.88,27.12,26.5
1987,29,0.021,309.97,23.42,22.07,22.75
1987,30,0.019,309.09,21.74,24.83,23.29
1987,31,0.018,308.96,21.19,24.18,22.68
1987,32,0.018,309.62,20.31,20.71,20.51
1987,33,0.019,308.77,18.28,26.14,22.21
1987,34,0.02,308.08,16.66,31.4,24.03
1987,35,0.021,309.12,16.68,27.71,22.2
1987,36,0.023,308.88,16.11,30.49,23.3
1987,37,0.024,308.72,14.4,34.85,24.63
1987,38,0.027,308.62,13.49,39.08,26.29
1987,39,0.029,308.27,13.82,46.43,30.12
1987,40,0.032,308.55,14.21,49.38,31.8
1987,41,0.033,308.63,12.65,48.92,30.78
1987,42,0.034,308.21,11.05,48.37,29.71
1987,43,0.035,307.46,11.75,49.13,30.44
1987,44,0.037,307.42,12.5,43.94,28.22
1987,45,0.037,307.51,11.98,39.82,25.9
1987,46,0.035,305.85,11.09,48.68,29.89
1987,47,0.035,305.5,11.18,47.96,29.57
1987,48,0.034,305.92,11.27,39.79,25.53
1987,49,0.032,305.12,10.96,43.79,27.38
1987,50,0.03,304.86,10.03,49.11,29.57
1987,51,0.029,305.01,10.19,47.12,28.66
1987,52,0.029,304.17,11.43,51.28,31.36
1988,1,0.029,303.4,12.35,53.32,32.83
1988,2,0.028,303.63,14.15,49.91,32.03
1988,3,0.029,303.82,16.57,48.47,32.52
1988,4,0.03,304.01,18.75,48.34,33.54
1988,5,0.029,303.94,18.51,49.4,33.96
1988,6,0.027,303.83,17.56,52.15,34.86
1988,7,0.026,304.15,18.68,49.79,34.23
1988,8,0.026,304.52,21.1,49.57,35.33
1988,9,0.027,304.75,21.95,53.47,37.71
1988,10,0.031,305.37,24.47,52.01,38.24
1988,11,0.035,306.67,26.83,44.5,35.67
1988,12,0.039,308.01,28.79,34.99,31.89
1988,13,0.04,306.3,27.81,40.81,34.31
1988,14,0.039,304.28,23.78,50.58,37.18
1988,15,0.039,302.7,21.87,55.3,38.59
1988,16,0.04,302.07,21.45,57.96,39.71
1988,17,0.044,302.77,22.01,56.71,39.36
1988,18,0.048,304.69,22.82,49.68,36.25
1988,19,0.049,306.94,21.57,41.53,31.55
1988,20,0.047,308.76,19.65,35.17,27.41
1988,21,0.041,309.35,15.57,35.89,25.73
1988,22,0.034,308.45,11.66,46.12,28.89
1988,23,0.028,307.14,9.06,57.12,33.09
1988,24,0.023,306.97,7.25,62,34.62
1988,25,0.019,306.34,6.75,65.04,35.9
1988,26,0.015,304.01,6.18,71.85,39.01
1988,27,0.011,301.22,6.16,76.19,41.18
1988,28,0.009,297.92,6.81,78.63,42.72
1988,29,0.008,294.96,7.75,79.41,43.58
1988,30,0.008,293.72,8.79,77.69,43.24
1988,31,0.009,293.38,9.78,76.26,43.02
1988,32,0.008,294.51,8.94,74.47,41.71
1988,33,0.008,297.04,7.74,70.42,39.08
1988,34,0.01,298.69,7.74,68.4,38.07
1988,35,0.012,299.09,8.26,69.92,39.09
1988,36,0.015,299.05,8.96,70.78,39.87
1988,37,0.018,299.1,9,70.92,39.96
1988,38,0.021,299.75,9.05,69.8,39.42
1988,39,0.024,301.13,9.46,66.39,37.93
1988,40,0.027,302.75,10.31,64.33,37.32
1988,41,0.032,304.57,12.66,63.65,38.15
1988,42,0.037,306.38,13.88,56.78,35.33
1988,43,0.042,307.92,17.59,45.08,31.34
1988,44,0.047,308.14,23.16,38.73,30.94
1988,45,0.052,308.22,29.38,34.83,32.11
1988,46,0.056,309.03,34.23,24.2,29.21
1988,47,0.058,308.94,36.08,20.11,28.1
1988,48,0.057,308.9,35.44,16.31,25.88
1988,49,0.056,309.04,34.44,13.73,24.08
1988,50,0.054,308.83,33.3,15.48,24.39
1988,51,0.05,308.13,31.06,18.85,24.96
1988,52,0.046,307.62,29.76,20.87,25.32
1989,1,0.043,307.42,27.7,18.09,22.9
1989,2,0.04,307.33,26.56,18.22,22.39
1989,3,0.037,307.31,25.52,19.4,22.46
1989,4,0.034,307.19,23.8,22.39,23.09
1989,5,0.033,307.26,23.96,23.53,23.75
1989,6,0.034,307.29,25.93,26.15,26.04
1989,7,0.034,307.31,28.18,27.88,28.03
1989,8,0.033,307.79,29.41,27.66,28.54
1989,9,0.032,307.48,28.41,34.1,31.25
1989,10,0.031,305.88,26.6,44.43,35.51
1989,11,0.031,303.66,24.37,53.71,39.04
1989,12,0.033,301.35,23.37,57.4,40.38
1989,13,0.037,300.42,24.97,59.4,42.19
1989,14,0.045,300.91,30.54,61.79,46.16
1989,15,0.056,301.93,39.64,60.17,49.91
1989,16,0.068,303.8,48.24,55.86,52.05
1989,17,0.08,305.26,54.32,51.84,53.08
1989,18,0.093,306.41,61.88,48.03,54.95
1989,19,0.103,307.13,68.67,45.02,56.85
1989,20,0.108,308.2,73.44,40.26,56.85
1989,21,0.108,309.98,76.25,34.71,55.48
1989,22,0.103,311.03,77.86,33.45,55.66
1989,23,0.095,311.04,78.01,35.94,56.98
1989,24,0.087,311.37,77.64,35.68,56.66
1989,25,0.079,311.68,79.18,32.82,56
1989,26,0.071,311.28,80,31.96,55.98
1989,27,0.063,310.92,80.28,28.83,54.55
1989,28,0.058,310.62,80.42,25.06,52.74
1989,29,0.053,310.57,79.07,21.48,50.28
1989,30,0.051,310.65,78.93,18.15,48.54
1989,31,0.05,310.94,78.5,15.54,47.02
1989,32,0.049,311.19,76.63,14.44,45.53
1989,33,0.05,311.42,74.19,14.33,44.26
1989,34,0.05,311.68,71.17,14.45,42.81
1989,35,0.05,311.56,66.76,17.01,41.89
1989,36,0.051,311.47,64.04,19.83,41.94
1989,37,0.053,311.68,62.18,21.54,41.86
1989,38,0.055,311.67,60.16,24.9,42.53
1989,39,0.056,311.63,58.73,27.06,42.9
1989,40,0.057,311.61,56.08,27.42,41.75
1989,41,0.057,311.35,51.99,27.43,39.71
1989,42,0.056,311.03,45.02,25.9,35.46
1989,43,0.055,310.7,41.22,23.89,32.56
1989,44,0.054,310.35,36.72,21.69,29.2
1989,45,0.051,309.57,30.19,23.56,26.88
1989,46,0.048,308.7,25.35,26,25.68
1989,47,0.045,307.96,21.25,27.72,24.48
1989,48,0.039,306.87,15.29,31.54,23.42
1989,49,0.036,306.02,12.93,36.03,24.48
1989,50,0.035,305.53,13,42.49,27.75
1989,51,0.035,305.09,13.78,45.65,29.72
1989,52,0.037,305.3,17.18,40.76,28.97
1990,1,0.04,305.68,19.96,32.36,26.16
1990,2,0.043,305.74,26.22,30.87,28.55
1990,3,0.048,306.15,36.18,28.38,32.28
1990,4,0.055,306.41,44.84,28.61,36.73
1990,5,0.058,305.89,48.24,34.41,41.32
1990,6,0.063,304.86,53.14,44.78,48.96
1990,7,0.069,303.69,60.52,53.2,56.86
1990,8,0.077,303.78,68.82,54.36,61.59
1990,9,0.088,304.87,75.95,52.16,64.06
1990,10,0.096,305.3,80.58,51.9,66.24
1990,11,0.103,306.2,83.94,47,65.47
1990,12,0.106,306.95,84.81,39.62,62.21
1990,13,0.105,307.83,84.26,34.55,59.4
1990,14,0.102,308.34,82.56,34.73,58.65
1990,15,0.098,308.43,79.29,34.08,56.68
1990,16,0.098,309.22,76.46,30.32,53.39
1990,17,0.097,310.32,70.44,24.98,47.71
1990,18,0.093,311.14,63.48,21.4,42.44
1990,19,0.088,311.9,59.05,19.21,39.13
1990,20,0.083,312.4,54.74,17.96,36.35
1990,21,0.078,313.41,52.79,15.41,34.1
1990,22,0.072,314.26,52.27,13.88,33.08
1990,23,0.065,313.91,50.86,16.95,33.91
1990,24,0.061,313.98,52.55,16.34,34.45
1990,25,0.058,314.13,56.04,13.75,34.89
1990,26,0.053,313.61,59.17,13.71,36.44
1990,27,0.05,312.9,63.29,13.7,38.5
1990,28,0.047,312.02,66.51,15.19,40.85
1990,29,0.045,311.4,68.49,15.68,42.09
1990,30,0.044,311.12,71.33,14.6,42.97
1990,31,0.043,310.86,71.42,15.52,43.47
1990,32,0.042,310.67,69.21,17.04,43.13
1990,33,0.041,310.81,65.98,17.46,41.72
1990,34,0.041,311.15,63.2,17.32,40.26
1990,35,0.042,311.36,60.35,18.44,39.4
1990,36,0.043,311.37,57.93,20.95,39.44
1990,37,0.045,311.76,56.84,21.58,39.21
1990,38,0.047,312.06,55.81,22.87,39.34
1990,39,0.05,312.02,55.52,24.67,40.09
1990,40,0.054,311.92,56.79,25.52,41.15
1990,41,0.058,311.85,58.36,23.59,40.97
1990,42,0.061,311.76,55.98,20,37.99
1990,43,0.062,311.69,55.08,16.23,35.66
1990,44,0.063,311.28,51.32,14.71,33.01
1990,45,0.062,310.72,45.46,14.8,30.13
1990,46,0.061,310.24,40.54,14.07,27.31
1990,47,0.06,309.91,37.54,12.11,24.82
1990,48,0.06,309.61,35.94,10.6,23.27
1990,49,0.06,309.29,35.11,11.21,23.16
1990,50,0.058,309.01,34.39,12.96,23.67
1990,51,0.056,308.8,33.79,11.93,22.86
1990,52,0.053,308.26,32.31,14.5,23.41
1991,1,0.048,307.68,29,14.2,21.6
1991,2,0.045,307.31,27.99,16.81,22.4
1991,3,0.041,306.79,27.69,22.65,25.17
1991,4,0.039,306.42,26.93,28.02,27.47
1991,5,0.037,306.13,26.58,31.91,29.25
1991,6,0.035,305.26,26.31,41.12,33.71
1991,7,0.036,304.42,29.3,47.5,38.4
1991,8,0.039,304.03,34.17,51.48,42.83
1991,9,0.045,304.09,38.77,55.53,47.15
1991,10,0.053,304.58,43.86,54.93,49.39
1991,11,0.061,305.04,48.07,52.57,50.32
1991,12,0.068,305.3,52.63,47.88,50.25
1991,13,0.074,305.64,56.53,45.32,50.92
1991,14,0.077,306.47,59.46,44.38,51.92
1991,15,0.079,307.07,60.4,41.61,51.01
1991,16,0.078,307.37,56.83,41,48.92
1991,17,0.076,307.84,50.33,39.87,45.1
1991,18,0.073,308.67,44.69,36.23,40.46
1991,19,0.068,309,39.31,35.74,37.53
1991,20,0.064,309.41,35.82,34.23,35.03
1991,21,0.06,310.14,34.68,32.91,33.8
1991,22,0.056,310.6,34.05,34.56,34.31
1991,23,0.051,311.03,33.72,34.7,34.21
1991,24,0.045,311.37,32.93,34.69,33.81
1991,25,0.039,310.91,31.92,38.15,35.04
1991,26,0.033,310.42,31.11,38.19,34.65
1991,27,0.028,310.3,30.89,33.46,32.17
1991,28,0.024,310.13,30.21,28.84,29.53
1991,29,0.022,309.89,30.21,26.13,28.17
1991,30,0.02,309.8,31.4,23.3,27.35
1991,31,0.02,309.74,31.85,21.98,26.91
1991,32,0.02,309.95,31.74,20.52,26.13
1991,33,0.021,310.24,30.8,19.18,24.99
1991,34,0.021,310.32,29.25,20.12,24.68
1991,35,0.022,310.31,27.22,22.49,24.85
1991,36,0.023,310.54,25.59,24.28,24.94
1991,37,0.025,310.87,24.06,26.22,25.14
1991,38,0.027,310.82,22.44,31.19,26.81
1991,39,0.03,310.46,21.79,36.62,29.21
1991,40,0.033,310.49,22.78,37.25,30.02
1991,41,0.037,310.6,24.85,33.89,29.37
1991,42,0.04,310.11,25.53,33.24,29.39
1991,43,0.042,309.73,26.34,31.34,28.84
1991,44,0.044,309.48,26.64,28.13,27.39
1991,45,0.046,309.12,25.66,27.09,26.38
1991,46,0.047,308.82,24.87,25.21,25.04
1991,47,0.045,308.03,22.61,27.3,24.96
1991,48,0.044,307.05,20.4,30.55,25.48
1991,49,0.043,306.35,19.78,34.16,26.97
1991,50,0.042,305.6,19.34,42.7,31.02
1991,51,0.041,305.19,19.68,45.22,32.45
1991,52,0.04,304.74,19.85,46.4,33.12
1992,1,0.038,303.64,17.23,52.11,34.67
1992,2,0.034,302.07,15.68,64.82,40.25
1992,3,0.031,300.51,14.66,76.86,45.76
1992,4,0.03,299.72,15.12,82.88,49
1992,5,0.03,299.48,17.11,83.44,50.28
1992,6,0.032,299.69,20.53,82.44,51.49
1992,7,0.034,299.52,24.56,80.71,52.63
1992,8,0.038,300.09,30.6,77.41,54.01
1992,9,0.045,301.58,35.64,71.61,53.62
1992,10,0.05,302.56,38.87,66.87,52.87
1992,11,0.053,303.14,38.96,62.64,50.8
1992,12,0.055,303.84,39.09,54.27,46.68
1992,13,0.058,304.64,40.36,48.99,44.68
1992,14,0.061,305.16,42.78,49.44,46.11
1992,15,0.063,305.6,44.38,48.09,46.23
1992,16,0.066,306.19,44.83,46.93,45.88
1992,17,0.067,306.6,42.35,46.55,44.45
1992,18,0.066,306.97,39.23,45.87,42.55
1992,19,0.064,307.35,36.31,44.96,40.64
1992,20,0.061,307.01,33.37,48.19,40.78
1992,21,0.059,307.91,33.44,46.52,39.98
1992,22,0.057,309.29,34.6,43.25,38.92
1992,23,0.053,309.71,34.7,44.09,39.4
1992,24,0.047,309.68,33.88,47.49,40.68
1992,25,0.041,309.23,33.61,50.82,42.21
1992,26,0.037,308.53,35.29,51.78,43.53
1992,27,0.033,307.71,37.7,51.61,44.66
1992,28,0.031,306.84,40.14,50.37,45.25
1992,29,0.03,305.96,42.55,50.23,46.39
1992,30,0.03,305.65,46.38,48.24,47.31
1992,31,0.032,305.76,50.5,46.07,48.29
1992,32,0.036,305.71,55.52,46.46,50.99
1992,33,0.04,305.52,59.05,49.04,54.04
1992,34,0.043,304.79,61,54.99,57.99
1992,35,0.047,304.51,63.49,59.33,61.41
1992,36,0.051,304.58,65.85,63.04,64.45
1992,37,0.056,305.15,68.03,65.26,66.65
1992,38,0.061,306.29,70.71,64.22,67.47
1992,39,0.066,307.4,74.04,60.32,67.18
1992,40,0.07,308.13,76.09,57.09,66.59
1992,41,0.073,308.19,75.54,55.48,65.51
1992,42,0.074,307.83,68.93,53.14,61.04
1992,43,0.073,307.59,65.21,49.09,57.15
1992,44,0.072,307.46,60.87,44.19,52.53
1992,45,0.07,307.32,53.74,41.67,47.71
1992,46,0.066,306.91,45.99,40.96,43.47
1992,47,0.063,306.32,40.78,41.75,41.27
1992,48,0.06,305.55,36.33,43,39.66
1992,49,0.057,304.21,32.11,51.62,41.86
1992,50,0.054,302.77,30.19,67.63,48.91
1992,51,0.055,301.11,32.03,83.04,57.54
